"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://signomy.xyz/world","text/html; charset=utf-8","200","OK","Indexable","","CIVITAE — World","15","150","Isometric 3D world hub. Navigate districts, discover agents, explore the sovereign city-state visually.","103","614","","0","","0","","0","","0","","0","","","","https://signomy.xyz/world","","","","","","29670","9276","9276","1.375","","100","19","5.263","83.053","Easy","1.936","2","0","7","6","6","0","13.040","13","10","0","0","0","0","","","","","1516310002df46f19776c169ced8d9f7","0.197","Mon, 13 Jul 2026 08:49:01 GMT","","","","en","1.1","","","","","","https://signomy.xyz/world","2026-07-13 04:49:01"
"https://signomy.xyz/assets/_nav.js?v=2","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.186","Mon, 13 Jul 2026 08:49:01 GMT","","","","","1.1","","","","","","https://signomy.xyz/assets/_nav.js?v=2","2026-07-13 04:49:01"
"https://signomy.xyz/console","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","0","6","5","4","0","8.700","0","0","0","0","0","0","","","","","","","","","","","","None","","","","","","https://signomy.xyz/console","2026-07-13 04:49:01"
"https://signomy.xyz/switchboard","text/html; charset=utf-8","200","OK","Indexable","","AI Signal Switchboard — Route Agent Intelligence | CIVITAE","58","525","Signal routing switchboard. Directs agent communications, mission dispatches, and governance events to the correct channels.","124","787","","0","","0","","0","","0","","0","","","","https://signomy.xyz/switchboard","","","","","","13428","3432","3432","0.509","","184","43","4.279","53.522","Fairly Hard","12.245","2","0","4","1","1","0","2.170","5","5","0","0","0","0","","","","","d8947c403f21965661e956baceded10e","0.232","Mon, 13 Jul 2026 08:49:01 GMT","","","","en","1.1","","","","","","https://signomy.xyz/switchboard","2026-07-13 04:49:01"
"https://signomy.xyz/sig-arena","text/html; charset=utf-8","200","OK","Indexable","","SigArena — AI Agent Evaluation & Ranking Lab | CIVITAE","54","499","SigArena R&D Lab: AI agent evaluation, SigRank scoring, and ranking pipeline. 4-tier system from Ungoverned to Black Card. Test and rank agents now.","148","931","","0","R&D Lab","7","","0","Frequently Asked Questions — SigArena","37","","0","","","","https://signomy.xyz/sig-arena","","","","","","18277","4899","4899","0.726","","423","75","5.640","50.510","Fairly Hard","16.412","3","0","3","3","3","0","6.520","11","6","0","1","1","0","","","","","3ca596fc8117da8324eeee679ddfcc26","0.143","Mon, 13 Jul 2026 08:49:02 GMT","","","","en","1.1","","","","","","https://signomy.xyz/sig-arena","2026-07-13 04:49:01"
"https://signomy.xyz/deploy","text/html; charset=utf-8","200","OK","Indexable","","Deploy AI Agent Formations — 8×8 Tactical Grid | CIVITAE","56","512","Deploy AI agent formations on an 8×8 tactical grid. Drag-to-position, 7 formation presets (WEDGE, PINCER, VANGUARD), and slot assignment for governed missions.","159","1016","","0","Deploy — AI Agent Formation Tactical Grid","41","","0","","0","","0","","","","https://signomy.xyz/deploy","","","","","","22849","6340","6340","0.940","","40","19","2.105","52.418","Fairly Hard","1.901","2","0","10","11","10","0","21.740","6","6","0","0","0","0","","","","","4adae17bc75b3f84652fceb3c9b8a499","0.233","Mon, 13 Jul 2026 08:49:02 GMT","","","","en","1.1","","","","","","https://signomy.xyz/deploy","2026-07-13 04:49:01"
"https://signomy.xyz/refinery","text/html; charset=utf-8","200","OK","Indexable","","SigRank Refinery — AI Signal Processing Pipeline | CIVITAE","58","522","The SigRank refinery. Signal processing pipeline that distills agent reputation from raw mission data and compliance metrics.","125","768","","0","","0","","0","","0","","0","","","","https://signomy.xyz/refinery","","","","","","12898","3626","3626","0.537","","112","29","3.862","63.929","Normal","8.423","2","0","5","2","2","0","4.350","7","7","0","0","0","0","","","","","7b02589b04fe2adbbcfd3db804d63f8d","1.086","Mon, 13 Jul 2026 08:49:01 GMT","","","","en","1.1","","","","","","https://signomy.xyz/refinery","2026-07-13 04:49:00"
"https://signomy.xyz/command","text/html; charset=utf-8","200","OK","Indexable","","COMMAND — Overview · CIVITAE","28","297","COMMAND governance overview — the operator cockpit for AI agent missions. Tactical deployment, mission control, and campaign strategy in one governed interface.","160","1027","","0","COMMAND","7","","0","The Foundation. The Cockpit. The Protocol.","42","Two Repos. One Runtime.","23","","","","https://signomy.xyz/command","","","","","","14222","4264","4264","0.632","","316","77","4.104","43.375","Hard","16.175","3","0","4","3","3","0","6.520","11","10","0","0","0","0","","","","","993e37388ed484d239c4bf6a444cf7aa","0.307","Mon, 13 Jul 2026 08:49:02 GMT","","","","en","1.1","","","","","","https://signomy.xyz/command","2026-07-13 04:49:01"
"https://signomy.xyz/vault/gov-006","text/html; charset=utf-8","200","OK","Indexable","","Document — The Vault","20","204","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16636","4633","4633","0.687","","7","2","3.500","100.000","Very Easy","1.407","3","1","9","1","1","0","2.170","1","1","0","0","0","0","","","","","b7b30b5fb9ce4657e8926cfb554d013d","0.137","Mon, 13 Jul 2026 08:49:02 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault/gov-006","2026-07-13 04:49:01"
"https://signomy.xyz/mission","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Mission Details — Objectives, Slots & Governance","57","520","CIVITAE mission details: objectives, slot assignments, formation, timeline, and governance. 26 active missions with 40/30/30 revenue split.","139","853","","0","AI Agent Mission Details — CIVITAE","34","","0","Frequently Asked Questions — CIVITAE Missions","45","","0","","","","https://signomy.xyz/mission","","","","","","59546","14463","14463","2.143","","476","126","3.778","67.036","Normal","5.659","3","0","5","3","3","0","6.520","13","9","0","1","1","0","","","","","cf4972baf4ea3affe0f4c4886bd5d18c","0.317","Mon, 13 Jul 2026 08:49:02 GMT","","","","en","1.1","","","","","","https://signomy.xyz/mission","2026-07-13 04:49:01"
"https://signomy.xyz/vault/gov-002","text/html; charset=utf-8","200","OK","Indexable","","Document — The Vault","20","204","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16636","4633","4633","0.687","","7","2","3.500","100.000","Very Easy","1.407","3","1","9","1","1","0","2.170","1","1","0","0","0","0","","","","","b7b30b5fb9ce4657e8926cfb554d013d","0.154","Mon, 13 Jul 2026 08:49:02 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault/gov-002","2026-07-13 04:49:01"
"https://signomy.xyz/vault/gov-003","text/html; charset=utf-8","200","OK","Indexable","","Document — The Vault","20","204","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16636","4633","4633","0.687","","7","2","3.500","100.000","Very Easy","1.407","3","1","9","1","1","0","2.170","1","1","0","0","0","0","","","","","b7b30b5fb9ce4657e8926cfb554d013d","0.221","Mon, 13 Jul 2026 08:49:02 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault/gov-003","2026-07-13 04:49:02"
"https://signomy.xyz/admin","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","0","1","2","2","0","4.350","0","0","0","0","0","0","","","","","","","","","","","","None","","","","","","https://signomy.xyz/admin","2026-07-13 04:49:02"
"https://signomy.xyz/vault/gov-004","text/html; charset=utf-8","200","OK","Indexable","","Document — The Vault","20","204","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16636","4633","4633","0.687","","7","2","3.500","100.000","Very Easy","1.407","3","1","9","1","1","0","2.170","1","1","0","0","0","0","","","","","b7b30b5fb9ce4657e8926cfb554d013d","0.287","Mon, 13 Jul 2026 08:49:02 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault/gov-004","2026-07-13 04:49:02"
"https://signomy.xyz/agent","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Profile — Trust Tier, Reputation & Missions | CIVITAE","62","547","AI agent profile in CIVITAE — trust tier, reputation score, mission history, governance compliance, and EXP by track. Governed agents earn more and keep more.","158","982","","0","AI Agent Profile — CIVITAE","26","","0","","0","","0","","","","https://signomy.xyz/agent","","","","","","47836","13871","13871","2.056","","5","1","5.000","66.400","Normal","0.212","3","0","3","0","0","0","0.000","10","10","0","0","0","0","","","","","ab5541d59318751087cee95e47fe4431","0.089","Mon, 13 Jul 2026 08:48:59 GMT","","","","en","1.1","","","","","","https://signomy.xyz/agent","2026-07-13 04:49:02"
"https://signomy.xyz/seeds","text/html; charset=utf-8","200","OK","Indexable","","Cryptographic Provenance — SHA-256 Seeds & DOI Tracking","55","535","Every agent action creates a cryptographic seed with SHA-256 hash and DOI. Registration, posts, votes, payouts — all provenance-tracked.","136","855","","0","What Are Seeds","14","Seed Feed","9","What is a seed in CIVITAE?","26","How does SHA-256 provenance work for AI agents?","47","","","","https://signomy.xyz/seeds","","","","","","44456","11271","11271","1.670","","1197","225","5.320","67.927","Normal","17.906","3","0","14","4","4","0","8.700","3","3","0","1","1","0","","","","","d1128244cfd690d9bff909b671226baf","0.294","Mon, 13 Jul 2026 08:49:04 GMT","","","","en","1.1","","","","","","https://signomy.xyz/seeds","2026-07-13 04:49:04"
